,date,amount,concept,origin,total
700,2019-03-27,-23.39580211746948,Bistro Captain,dummy,7041.834619358534
701,2019-03-28,-60.0,Electricity,dummy,6981.834619358534
702,2019-03-29,-1.4522146339784308,Public train,dummy,6980.382404724555
703,2019-03-30,-42.79948781517904,Yum Market,dummy,6937.582916909376
704,2019-03-30,-2.462179205432606,Public train,dummy,6935.120737703944
705,2019-04-01,-832.0,TRANSFER TO MR. HOUSE HOLDER,dummy,6103.120737703944
706,2019-04-01,0.0,secret payment,dummy,6103.120737703944
707,2019-04-01,2400.0,Acme Corporation,dummy,8503.120737703943
708,2019-04-01,-26.449082595101316,Deli Feast,dummy,8476.671655108841
709,2019-04-01,0.0,netflix,dummy,8476.671655108841
710,2019-04-02,-2.8387335832950207,Public train,dummy,8473.832921525545
711,2019-04-03,-55.00000000000001,Hulking Center,dummy,8418.832921525545
712,2019-04-03,-33.49150213539375,Yum Market,dummy,8385.341419390152
713,2019-04-04,-1.6626771309592672,Public bus,dummy,8383.678742259193
714,2019-04-05,-28.307278227631663,The Hungry Harvest,dummy,8355.371464031561
715,2019-04-05,0.0,Internet,dummy,8355.371464031561
716,2019-04-06,-1.1743586822277394,Public bus,dummy,8354.197105349333
717,2019-04-07,-1.4010738127885536,Public train,dummy,8352.796031536544
718,2019-04-08,-12.0,Cinemasi,dummy,8340.796031536544
719,2019-04-08,-20.82160185991801,Marineara,dummy,8319.974429676626
720,2019-04-08,-23.11455732337325,Roadside Petrol,dummy,8296.859872353252
721,2019-04-09,-2.6199941473760684,Public bus,dummy,8294.239878205875
722,2019-04-09,-26.822071852941022,Yum Market,dummy,8267.417806352934
723,2019-04-11,-2.1819784381802565,Public train,dummy,8265.235827914754
724,2019-04-12,-2.157223650124722,Public train,dummy,8263.078604264629
725,2019-04-13,-1.4616146203275888,Public bus,dummy,8261.6169896443
726,2019-04-14,-18.772007689193938,Bistro Captain,dummy,8242.844981955106
727,2019-04-15,-9.715340372301707,The Hungry Harvest,dummy,8233.129641582804
728,2019-04-16,-20.950353121432677,Deli Feast,dummy,8212.179288461371
729,2019-04-17,-3.0260667915085717,Public train,dummy,8209.153221669863
730,2019-04-18,-35.88108978080265,Yum Market,dummy,8173.272131889061
731,2019-04-18,-1.8954132427537538,Public bus,dummy,8171.376718646307
732,2019-04-19,-62.32046897144059,Yums N Food,dummy,8109.056249674867
733,2019-04-19,-2.158968247698902,Public train,dummy,8106.897281427168
734,2019-04-20,-2.5190340676660923,Public bus,dummy,8104.378247359502
735,2019-04-21,-1.5451349336927138,Public bus,dummy,8102.833112425809
736,2019-04-22,-2.054299582931144,Public bus,dummy,8100.778812842878
737,2019-04-23,-1.4784382607453792,Public bus,dummy,8099.300374582133
738,2019-04-23,-31.753563257714568,Roadside Petrol,dummy,8067.546811324419
739,2019-04-24,-2.3140062105641706,Public train,dummy,8065.232805113855
740,2019-04-24,-27.317398878599924,Yums N Food,dummy,8037.9154062352545
741,2019-04-25,-29.590664947163415,Yums N Food,dummy,8008.324741288091
742,2019-04-25,-22.788958269095016,The Hungry Harvest,dummy,7985.535783018996
743,2019-04-25,-2.6112968044126896,Public bus,dummy,7982.924486214583
744,2019-04-27,-12.0,Yum Popcorn Horizon,dummy,7970.924486214583
745,2019-04-27,-2.2080994740063926,Public train,dummy,7968.716386740577
746,2019-04-27,-50.28457897962369,Yums N Food,dummy,7918.431807760953
747,2019-04-28,-60.0,Electricity,dummy,7858.431807760953
748,2019-04-28,-2.3278738481940975,Public bus,dummy,7856.103933912759
749,2019-04-28,-24.9408704470966,Marineara,dummy,7831.163063465662
750,2019-04-29,-57.622816310093434,Marineara,dummy,7773.540247155569
751,2019-04-29,-1.8443443023859176,Public train,dummy,7771.695902853183
752,2019-05-01,-1.8353284826937664,Public bus,dummy,7769.860574370489
753,2019-05-01,0.0,netflix,dummy,7769.860574370489
754,2019-05-01,0.0,secret payment,dummy,7769.860574370489
755,2019-05-01,2400.0,Acme Corporation,dummy,10169.86057437049
756,2019-05-01,-832.0,TRANSFER TO MR. HOUSE HOLDER,dummy,9337.86057437049
757,2019-05-03,-55.00000000000001,Hulking Center,dummy,9282.86057437049
758,2019-05-04,-47.50271850049141,Marineara,dummy,9235.35785587
759,2019-05-04,-2.164288601439085,Public train,dummy,9233.19356726856
760,2019-05-04,-25.55723274771372,The Hungry Harvest,dummy,9207.636334520847
761,2019-05-05,-32.09948975043139,Yums N Food,dummy,9175.536844770415
762,2019-05-05,-2.740334243126214,Public train,dummy,9172.796510527289
763,2019-05-05,0.0,Internet,dummy,9172.796510527289
764,2019-05-06,-2.9917065586660403,Public train,dummy,9169.804803968622
765,2019-05-06,-30.63995900332527,Roadside Petrol,dummy,9139.164844965297
766,2019-05-06,-42.92194237868085,Yums N Food,dummy,9096.242902586615
767,2019-05-07,-12.0,Cinemasi,dummy,9084.242902586615
768,2019-05-07,-2.5480385615554364,Public train,dummy,9081.69486402506
769,2019-05-09,-54.474142116574555,Yum Market,dummy,9027.220721908485
770,2019-05-09,-2.5288149179960615,Public train,dummy,9024.691906990489
771,2019-05-10,-3.0339127637175984,Public train,dummy,9021.65799422677
772,2019-05-13,-1.0124262709249625,Public bus,dummy,9020.645567955846
773,2019-05-14,-31.694656892913716,Marineara,dummy,8988.950911062931
774,2019-05-14,-1.5815827342493478,Public bus,dummy,8987.369328328683
775,2019-05-15,-1.7519147532297168,Public bus,dummy,8985.617413575454
776,2019-05-15,-19.935627361294095,Bistro Captain,dummy,8965.68178621416
777,2019-05-16,-2.6468590170212476,Public bus,dummy,8963.034927197139
778,2019-05-18,-2.1639968540663954,Public train,dummy,8960.870930343073
779,2019-05-19,-1.6485818576150015,Public train,dummy,8959.222348485458
780,2019-05-19,-12.0,Yum Popcorn Horizon,dummy,8947.222348485458
781,2019-05-20,-1.7951809170784796,Public bus,dummy,8945.42716756838
782,2019-05-21,-53.72911592181849,Marineara,dummy,8891.698051646561
783,2019-05-21,-2.285617666733689,Public train,dummy,8889.412433979827
784,2019-05-22,-2.4339829482891666,Public train,dummy,8886.978451031538
785,2019-05-22,-24.51088451269397,The Hungry Harvest,dummy,8862.467566518844
786,2019-05-22,-34.596103579975484,Marineara,dummy,8827.871462938869
787,2019-05-23,-1.7043310526492643,Public bus,dummy,8826.167131886219
788,2019-05-24,-36.40399617304627,Marineara,dummy,8789.763135713172
789,2019-05-24,-32.00339125840836,Roadside Petrol,dummy,8757.759744454765
790,2019-05-25,-23.77239432127183,Deli Feast,dummy,8733.987350133493
791,2019-05-25,-34.150570921879435,Marineara,dummy,8699.836779211613
792,2019-05-26,-12.86901654661831,Deli Feast,dummy,8686.967762664995
793,2019-05-26,-1.5819132575783708,Public bus,dummy,8685.385849407417
794,2019-05-27,-48.2753972913836,Marineara,dummy,8637.110452116034
795,2019-05-28,-60.0,Electricity,dummy,8577.110452116034
796,2019-05-28,-1.7848989961258903,Public bus,dummy,8575.325553119908
797,2019-05-29,-1.9609167364032956,Public train,dummy,8573.364636383505
798,2019-05-29,-26.519066915668287,The Hungry Harvest,dummy,8546.845569467836
799,2019-06-01,-832.0,TRANSFER TO MR. HOUSE HOLDER,dummy,7714.845569467836
800,2019-06-01,0.0,secret payment,dummy,7714.845569467836
801,2019-06-01,-2.250400977248773,Public bus,dummy,7712.595168490588
802,2019-06-01,2400.0,Acme Corporation,dummy,10112.595168490589
803,2019-06-01,0.0,netflix,dummy,10112.595168490589
804,2019-06-03,-25.166125518155837,Yum Market,dummy,10087.429042972433
805,2019-06-03,-25.376449103882358,Bistro Captain,dummy,10062.052593868551
806,2019-06-03,-12.0,Yum Popcorn Horizon,dummy,10050.052593868551
807,2019-06-03,-55.00000000000001,Hulking Center,dummy,9995.052593868551
808,2019-06-04,-2.7975446727655275,Public train,dummy,9992.255049195786
809,2019-06-04,-35.072311988912865,Roadside Petrol,dummy,9957.182737206873
810,2019-06-05,-14.612760531878845,Deli Feast,dummy,9942.569976674995
811,2019-06-05,0.0,Internet,dummy,9942.569976674995
812,2019-06-07,-39.6183497085739,Marineara,dummy,9902.951626966422
813,2019-06-07,-1.6924335246130016,Public train,dummy,9901.259193441809
814,2019-06-08,-50.34836988725324,Marineara,dummy,9850.910823554555
815,2019-06-08,-2.6170697604314244,Public bus,dummy,9848.293753794123
816,2019-06-08,-13.518669064467801,Deli Feast,dummy,9834.775084729656
817,2019-06-10,-1.8581751019250865,Public train,dummy,9832.916909627731
818,2019-06-10,-195.25813106661315,Skyline Airways,dummy,9637.658778561117
819,2019-06-10,-39.84455341689772,Yums N Food,dummy,9597.81422514422
820,2019-06-10,-7.741583299800549,Bistro Captain,dummy,9590.07264184442
821,2019-06-10,-44.780323535690044,Cozy Hotel,dummy,9545.29231830873
822,2019-06-11,-45.57931016023582,King's Bliss Hotel,dummy,9499.713008148494
823,2019-06-12,-2.2558905459364524,Public bus,dummy,9497.457117602557
824,2019-06-12,-47.80617111729417,Deluxe Hotel,dummy,9449.650946485262
825,2019-06-13,-52.496915688350924,King's Bliss Hotel,dummy,9397.154030796912
826,2019-06-13,-2.373450811156901,Public train,dummy,9394.780579985754
827,2019-06-13,-38.041180222874715,Yums N Food,dummy,9356.739399762879
828,2019-06-14,-13.80137117342314,Deli Feast,dummy,9342.938028589455
829,2019-06-14,-88.57228493632425,Deluxe Hotel,dummy,9254.36574365313
830,2019-06-14,-42.2771276894896,Yums N Food,dummy,9212.088615963641
831,2019-06-15,-182.66406658661987,Oceanic Airlines,dummy,9029.424549377021
832,2019-06-15,-31.678792100073935,Fun Gas,dummy,8997.745757276947
833,2019-06-15,-40.26264608018246,Marineara,dummy,8957.483111196765
834,2019-06-16,-37.87808622108879,Yums N Food,dummy,8919.605024975675
835,2019-06-16,-1.955117831465788,Public bus,dummy,8917.64990714421
836,2019-06-17,-3.2602175718973907,Public train,dummy,8914.389689572314
837,2019-06-18,-2.3323937966142334,Public train,dummy,8912.0572957757
838,2019-06-19,-1.371468037801192,Public train,dummy,8910.685827737898
839,2019-06-20,-26.69245342912793,Yums N Food,dummy,8883.99337430877
840,2019-06-20,-12.0,Yum Popcorn Horizon,dummy,8871.99337430877
841,2019-06-20,-1.9484883277430745,Public train,dummy,8870.044885981026
842,2019-06-21,-1.5562299615526398,Public train,dummy,8868.488656019474
843,2019-06-22,-2.1213734642044306,Public bus,dummy,8866.36728255527
844,2019-06-23,-2.5048095044424077,Public bus,dummy,8863.862473050827
845,2019-06-25,-1.5319326006227274,Public bus,dummy,8862.330540450204
846,2019-06-26,-3.2125166518282744,Public bus,dummy,8859.118023798375
847,2019-06-27,-34.33803489475383,Yum Market,dummy,8824.779988903621
848,2019-06-27,-1.846501869719491,Public bus,dummy,8822.933487033903
849,2019-06-28,-60.0,Electricity,dummy,8762.933487033903
850,2019-06-28,-1.6545610551893737,Public bus,dummy,8761.278925978713
851,2019-06-29,-2.6673293889890473,Public bus,dummy,8758.611596589724
852,2019-06-29,-14.70081349650428,Deli Feast,dummy,8743.91078309322
853,2019-07-01,2400.0,Acme Corporation,dummy,11143.91078309322
854,2019-07-01,-832.0,TRANSFER TO MR. HOUSE HOLDER,dummy,10311.91078309322
855,2019-07-01,-2.9063517599438855,Public bus,dummy,10309.004431333276
856,2019-07-01,0.0,secret payment,dummy,10309.004431333276
857,2019-07-01,0.0,netflix,dummy,10309.004431333276
858,2019-07-02,-2.7780112887400072,Public train,dummy,10306.226420044537
859,2019-07-03,-55.00000000000001,Hulking Center,dummy,10251.226420044537
860,2019-07-03,-68.2437826716505,Yums N Food,dummy,10182.982637372887
861,2019-07-03,-2.30697918389377,Public bus,dummy,10180.675658188993
862,2019-07-04,-1.9947772445318002,Public bus,dummy,10178.680880944461
863,2019-07-05,-2.2113030540739205,Public train,dummy,10176.469577890388
864,2019-07-05,-44.98393739774323,Marineara,dummy,10131.485640492645
865,2019-07-05,0.0,Internet,dummy,10131.485640492645
866,2019-07-06,-1.8827891629859186,Public train,dummy,10129.602851329659
867,2019-07-07,-2.388595996420041,Public bus,dummy,10127.214255333238
868,2019-07-07,-27.721537837506123,Bistro Captain,dummy,10099.492717495732
869,2019-07-09,-36.64935569039741,Yums N Food,dummy,10062.843361805335
870,2019-07-10,-2.0893444756410586,Public train,dummy,10060.754017329695
871,2019-07-10,-22.956999284128237,Yums N Food,dummy,10037.797018045567
872,2019-07-10,-20.645106486449947,Deli Feast,dummy,10017.151911559116
873,2019-07-11,-19.68036514931074,The Hungry Harvest,dummy,9997.471546409806
874,2019-07-12,-1.4707880006050362,Public bus,dummy,9996.000758409202
875,2019-07-13,-2.2655483587251886,Public train,dummy,9993.735210050476
876,2019-07-13,-38.28235142267384,Fun Gas,dummy,9955.452858627803
877,2019-07-13,-12.0,Yum Popcorn Horizon,dummy,9943.452858627803
878,2019-07-15,-2.1206463743310553,Public bus,dummy,9941.332212253472
879,2019-07-16,-33.06985077634775,Marineara,dummy,9908.262361477124
880,2019-07-17,-0.9150170910230797,Public bus,dummy,9907.3473443861
881,2019-07-17,-12.0,Cinemasi,dummy,9895.3473443861
882,2019-07-19,-14.988832029672382,Deli Feast,dummy,9880.358512356428
883,2019-07-19,-26.12700281875201,Marineara,dummy,9854.231509537676
884,2019-07-20,-1.2975588593336411,Public bus,dummy,9852.933950678342
885,2019-07-21,-1.811004113092298,Public bus,dummy,9851.122946565249
886,2019-07-21,-34.7039021618879,Roadside Petrol,dummy,9816.419044403361
887,2019-07-21,-50.58810981122615,Yum Market,dummy,9765.830934592135
888,2019-07-21,-23.229324306669653,Deli Feast,dummy,9742.601610285466
889,2019-07-22,-35.5413475415764,Yum Market,dummy,9707.06026274389
890,2019-07-23,-40.15474495932797,Yums N Food,dummy,9666.905517784562
891,2019-07-24,-1.2198281451446795,Public bus,dummy,9665.685689639417
892,2019-07-25,-1.6679446133709368,Public bus,dummy,9664.017745026045
893,2019-07-26,-1.2536202218776022,Public bus,dummy,9662.764124804167
894,2019-07-27,-11.677538786032162,Deli Feast,dummy,9651.086586018135
895,2019-07-28,-60.0,Electricity,dummy,9591.086586018135
896,2019-07-28,-2.7630627284321267,Public bus,dummy,9588.323523289702
897,2019-07-29,-2.3520697843247196,Public bus,dummy,9585.971453505377
898,2019-07-30,-41.94072690072617,Yums N Food,dummy,9544.030726604651
899,2019-07-30,-1.861127501218103,Public bus,dummy,9542.169599103434
900,2019-08-01,0.0,secret payment,dummy,9542.169599103434
901,2019-08-01,2400.0,Acme Corporation,dummy,11942.169599103434
902,2019-08-01,-44.07005375509419,Yums N Food,dummy,11898.09954534834
903,2019-08-01,-832.0,TRANSFER TO MR. HOUSE HOLDER,dummy,11066.09954534834
904,2019-08-01,0.0,netflix,dummy,11066.09954534834
905,2019-08-01,-1.8170885991176586,Public bus,dummy,11064.28245674922
906,2019-08-02,-21.01822869195002,Deli Feast,dummy,11043.26422805727
907,2019-08-03,-2.5030990612989115,Public bus,dummy,11040.761128995971
908,2019-08-03,-55.00000000000001,Hulking Center,dummy,10985.761128995971
909,2019-08-04,-43.59772411878176,Marineara,dummy,10942.16340487719
910,2019-08-05,-1.207124643401353,Public train,dummy,10940.95628023379
911,2019-08-05,0.0,Internet,dummy,10940.95628023379
912,2019-08-06,-1.4238237401644742,Public train,dummy,10939.532456493625
913,2019-08-06,-32.673091728628684,Yum Market,dummy,10906.859364764996
914,2019-08-07,-9.420234835484319,Bistro Captain,dummy,10897.439129929511
915,2019-08-08,-1.7199633701290855,Public bus,dummy,10895.719166559382
916,2019-08-10,-25.871214378846147,Bistro Captain,dummy,10869.847952180537
917,2019-08-10,-2.143867405468541,Public bus,dummy,10867.704084775069
918,2019-08-10,-33.0767044936551,Yum Market,dummy,10834.627380281414
919,2019-08-12,-14.87110861919529,The Hungry Harvest,dummy,10819.756271662218
920,2019-08-13,-39.389800275989266,Yum Market,dummy,10780.366471386229
921,2019-08-13,-1.7980327466237809,Public bus,dummy,10778.568438639606
922,2019-08-15,-42.20234829633926,Yums N Food,dummy,10736.366090343266
923,2019-08-15,-1.9221811911157998,Public train,dummy,10734.44390915215
924,2019-08-16,-16.32313291782691,Deli Feast,dummy,10718.120776234324
925,2019-08-16,-1.8109745854229835,Public train,dummy,10716.3098016489
926,2019-08-16,-44.05215190039918,Marineara,dummy,10672.2576497485
927,2019-08-17,-2.135449551476585,Public bus,dummy,10670.122200197024
928,2019-08-18,-2.705275025975456,Public bus,dummy,10667.416925171048
929,2019-08-18,-52.869723529240424,Marineara,dummy,10614.547201641808
930,2019-08-18,-28.19387101790343,Fun Gas,dummy,10586.353330623904
931,2019-08-19,-1.1880758081594758,Public train,dummy,10585.165254815745
932,2019-08-21,-1.9611403770067504,Public train,dummy,10583.204114438739
933,2019-08-21,-20.92005368488588,Yums N Food,dummy,10562.284060753853
934,2019-08-22,-1.9071729655180978,Public bus,dummy,10560.376887788334
935,2019-08-23,-12.0,Yum Popcorn Horizon,dummy,10548.376887788334
936,2019-08-23,-17.237213554008026,The Hungry Harvest,dummy,10531.139674234326
937,2019-08-23,-2.636666080941361,Public train,dummy,10528.503008153384
938,2019-08-25,-2.1877091828039124,Public train,dummy,10526.31529897058
939,2019-08-26,-12.0,Yum Popcorn Horizon,dummy,10514.31529897058
940,2019-08-27,-2.1772839768752745,Public bus,dummy,10512.138014993705
941,2019-08-27,-42.00872968119848,Yums N Food,dummy,10470.129285312507
942,2019-08-27,-30.06665853251147,Fun Gas,dummy,10440.062626779996
943,2019-08-28,-60.0,Electricity,dummy,10380.062626779996
944,2019-08-28,-2.5202281603629464,Public bus,dummy,10377.542398619633
945,2019-08-29,-1.530231937405167,Public bus,dummy,10376.012166682227
946,2019-08-30,-2.5234024506736996,Public train,dummy,10373.488764231553
947,2019-09-01,0.0,secret payment,dummy,10373.488764231553
948,2019-09-01,-832.0,TRANSFER TO MR. HOUSE HOLDER,dummy,9541.488764231553
949,2019-09-01,0.0,netflix,dummy,9541.488764231553
950,2019-09-01,-1.5956233758348213,Public train,dummy,9539.893140855718
951,2019-09-01,-12.825879279131573,Deli Feast,dummy,9527.067261576587
952,2019-09-01,2400.0,Acme Corporation,dummy,11927.067261576587
953,2019-09-02,-1.5678991928332282,Public bus,dummy,11925.499362383754
954,2019-09-03,-50.431881062280404,Yums N Food,dummy,11875.067481321474
955,2019-09-03,-23.53652098248951,Bistro Captain,dummy,11851.530960338983
956,2019-09-03,-2.272714533315431,Public train,dummy,11849.258245805668
957,2019-09-03,-55.00000000000001,Hulking Center,dummy,11794.258245805668
958,2019-09-04,-27.744600533434195,Marineara,dummy,11766.513645272233
959,2019-09-04,-1.8716196077775777,Public train,dummy,11764.642025664454
960,2019-09-05,0.0,Internet,dummy,11764.642025664454
961,2019-09-06,-1.8617605268069106,Public train,dummy,11762.780265137648
962,2019-09-06,-12.0,Yum Popcorn Horizon,dummy,11750.780265137648
963,2019-09-07,-2.96100872658695,Public bus,dummy,11747.819256411061
964,2019-09-08,-37.576266165039044,Yum Market,dummy,11710.242990246023
965,2019-09-08,-2.5621828906177857,Public train,dummy,11707.680807355406
966,2019-09-09,-25.172094750250974,Yum Market,dummy,11682.508712605155
967,2019-09-10,-43.939798736508514,Cozy Hotel,dummy,11638.568913868647
968,2019-09-10,-202.30093011772246,Skyline Airways,dummy,11436.267983750924
969,2019-09-10,-31.225536789921254,Fun Gas,dummy,11405.042446961002
970,2019-09-11,-80.88864658222256,Cozy Hotel,dummy,11324.15380037878
971,2019-09-12,-65.13744142990406,Cozy Hotel,dummy,11259.016358948875
972,2019-09-12,-20.06100415138821,Bistro Captain,dummy,11238.955354797487
973,2019-09-12,-12.0,Yum Popcorn Horizon,dummy,11226.955354797487
974,2019-09-13,-2.037905336655324,Public bus,dummy,11224.91744946083
975,2019-09-13,-76.61547159375215,Cozy Hotel,dummy,11148.301977867079
976,2019-09-14,-2.050926112803559,Public train,dummy,11146.251051754276
977,2019-09-14,-59.34281872700053,Deluxe Hotel,dummy,11086.908233027276
978,2019-09-14,-33.719426202821445,Yums N Food,dummy,11053.188806824455
979,2019-09-15,-173.0361092165002,Oceanic Airlines,dummy,10880.152697607955
980,2019-09-15,-1.988230042078782,Public bus,dummy,10878.164467565875
981,2019-09-15,-11.95606791809187,The Hungry Harvest,dummy,10866.208399647783
982,2019-09-16,-1.661842745610913,Public train,dummy,10864.546556902173
983,2019-09-17,-1.921789969831072,Public bus,dummy,10862.624766932342
984,2019-09-17,-44.91881583519661,Yums N Food,dummy,10817.705951097145
985,2019-09-18,-2.7990916316071823,Public bus,dummy,10814.906859465538
986,2019-09-19,-1.3903270975441249,Public bus,dummy,10813.516532367994
987,2019-09-20,-22.722226670462792,Bistro Captain,dummy,10790.794305697531
988,2019-09-21,-14.897640001004481,Deli Feast,dummy,10775.896665696526
989,2019-09-22,-3.573317075595935,Public train,dummy,10772.32334862093
990,2019-09-24,-1.7813998832321674,Public bus,dummy,10770.541948737698
991,2019-09-25,-28.172180369589203,Roadside Petrol,dummy,10742.36976836811
992,2019-09-25,-2.28629801377152,Public bus,dummy,10740.083470354339
993,2019-09-25,-47.24119774841302,Marineara,dummy,10692.842272605925
994,2019-09-26,-27.643129876235662,Yum Market,dummy,10665.199142729689
995,2019-09-27,-1.8935356062258946,Public bus,dummy,10663.305607123462
996,2019-09-28,-33.024887067935744,Yums N Food,dummy,10630.280720055527
997,2019-09-28,-60.0,Electricity,dummy,10570.280720055527
998,2019-09-28,-1.6361927719832456,Public bus,dummy,10568.644527283544
999,2019-09-29,-1.7863132949468106,Public train,dummy,10566.858213988598
1000,2019-09-29,-40.95495367127042,Yum Market,dummy,10525.903260317327
1001,2019-10-01,-832.0,TRANSFER TO MR. HOUSE HOLDER,dummy,9693.903260317327
1002,2019-10-01,-53.77063666136485,Yum Market,dummy,9640.132623655962
1003,2019-10-01,0.0,secret payment,dummy,9640.132623655962
1004,2019-10-01,2400.0,Acme Corporation,dummy,12040.132623655962
1005,2019-10-01,0.0,netflix,dummy,12040.132623655962
1006,2019-10-01,-2.717134135040724,Public bus,dummy,12037.415489520921
1007,2019-10-02,-21.847936850374357,Bistro Captain,dummy,12015.567552670547
1008,2019-10-03,-55.00000000000001,Hulking Center,dummy,11960.567552670547
1009,2019-10-03,-2.578020318755998,Public train,dummy,11957.98953235179
1010,2019-10-04,-28.716975592617292,Roadside Petrol,dummy,11929.272556759173
1011,2019-10-04,-1.0527853317682725,Public train,dummy,11928.219771427404
1012,2019-10-05,0.0,Internet,dummy,11928.219771427404
1013,2019-10-06,-1.9510999430417106,Public train,dummy,11926.268671484362
1014,2019-10-06,-35.978751242667556,Fun Gas,dummy,11890.289920241694
1015,2019-10-06,-33.34125336816702,Marineara,dummy,11856.948666873526
1016,2019-10-07,-1.999844382168855,Public train,dummy,11854.948822491357
1017,2019-10-08,-1.6355497973590474,Public bus,dummy,11853.313272693998
1018,2019-10-11,-33.45838335908681,Yum Market,dummy,11819.854889334913
1019,2019-10-11,-1.6123134496995681,Public bus,dummy,11818.242575885213
1020,2019-10-11,-18.771662180730168,The Hungry Harvest,dummy,11799.470913704483
1021,2019-10-13,-1.4015715350604283,Public train,dummy,11798.069342169423
1022,2019-10-13,-16.52262787463697,Bistro Captain,dummy,11781.546714294785
1023,2019-10-14,-2.6425525040556472,Public bus,dummy,11778.90416179073
1024,2019-10-15,-26.771603799744387,Marineara,dummy,11752.132557990984
1025,2019-10-15,-1.3120046147134683,Public train,dummy,11750.82055337627
1026,2019-10-16,-2.050303238279255,Public bus,dummy,11748.770250137992
1027,2019-10-17,-30.548285009404214,Yum Market,dummy,11718.221965128587
1028,2019-10-17,-2.781324219575094,Public bus,dummy,11715.440640909012
1029,2019-10-18,-1.429921640996914,Public bus,dummy,11714.010719268015
1030,2019-10-19,-1.353381636291231,Public train,dummy,11712.657337631725
1031,2019-10-19,-17.01140554795989,The Hungry Harvest,dummy,11695.645932083764
1032,2019-10-20,-28.726480342355032,Yum Market,dummy,11666.919451741409
1033,2019-10-20,-12.0,Yum Popcorn Horizon,dummy,11654.919451741409
1034,2019-10-20,-27.51154973094246,Bistro Captain,dummy,11627.407902010467
1035,2019-10-21,-38.870877257369315,Yum Market,dummy,11588.537024753097
1036,2019-10-22,-1.928651403214775,Public bus,dummy,11586.608373349882
1037,2019-10-23,-2.0323148642155946,Public train,dummy,11584.576058485665
1038,2019-10-24,-25.628408532911976,Yum Market,dummy,11558.947649952754
1039,2019-10-24,-1.5179720874593572,Public train,dummy,11557.429677865295
1040,2019-10-25,-19.63128049698353,Marineara,dummy,11537.798397368311
1041,2019-10-25,-2.56535618675491,Public bus,dummy,11535.233041181556
1042,2019-10-26,-12.0,Cinemasi,dummy,11523.233041181556
1043,2019-10-27,-15.56647701067954,The Hungry Harvest,dummy,11507.666564170877
1044,2019-10-27,-1.8255651065117002,Public bus,dummy,11505.840999064365
1045,2019-10-28,-60.0,Electricity,dummy,11445.840999064365
1046,2019-10-28,-0.9261961663192624,Public train,dummy,11444.914802898045
1047,2019-10-29,-30.86210587283066,Yums N Food,dummy,11414.052697025214
1048,2019-11-01,-25.26592678436259,Deli Feast,dummy,11388.786770240851
1049,2019-11-01,2400.0,Acme Corporation,dummy,13788.786770240851
1050,2019-11-01,0.0,netflix,dummy,13788.786770240851
1051,2019-11-01,0.0,secret payment,dummy,13788.786770240851
1052,2019-11-01,-32.089668044105636,Marineara,dummy,13756.697102196746
1053,2019-11-01,-832.0,TRANSFER TO MR. HOUSE HOLDER,dummy,12924.697102196746
1054,2019-11-02,-2.0403297216732468,Public train,dummy,12922.656772475073
1055,2019-11-03,-1.8022539723227593,Public bus,dummy,12920.85451850275
1056,2019-11-03,-34.970176680664736,Marineara,dummy,12885.884341822086
1057,2019-11-03,-55.00000000000001,Hulking Center,dummy,12830.884341822086
1058,2019-11-04,-2.7168447461047727,Public bus,dummy,12828.167497075981
1059,2019-11-05,-2.191452391716564,Public train,dummy,12825.976044684265
1060,2019-11-05,0.0,Internet,dummy,12825.976044684265
1061,2019-11-06,-12.0,Yum Popcorn Horizon,dummy,12813.976044684265
1062,2019-11-06,-38.625706767528484,Yums N Food,dummy,12775.350337916736
1063,2019-11-06,-1.5412704628942246,Public bus,dummy,12773.809067453842
1064,2019-11-07,-28.532774326110477,Yum Market,dummy,12745.276293127732
1065,2019-11-07,-2.3928935294172513,Public bus,dummy,12742.883399598315
1066,2019-11-08,-1.8321138582806942,Public bus,dummy,12741.051285740034
1067,2019-11-09,-2.361311793592217,Public bus,dummy,12738.68997394644
1068,2019-11-09,-35.24534044557179,Marineara,dummy,12703.444633500869
1069,2019-11-10,-1.537780779162698,Public bus,dummy,12701.906852721706
1070,2019-11-11,-54.68979954035061,Yum Market,dummy,12647.217053181355
1071,2019-11-11,-2.2453941862101594,Public bus,dummy,12644.971658995146
1072,2019-11-14,-46.96948823712528,Yum Market,dummy,12598.00217075802
1073,2019-11-15,-2.2500123122282636,Public train,dummy,12595.752158445792
1074,2019-11-15,-19.467111942487723,Deli Feast,dummy,12576.285046503304
1075,2019-11-15,-39.93440101922936,Yums N Food,dummy,12536.350645484075
1076,2019-11-16,-2.136275281643808,Public bus,dummy,12534.214370202431
1077,2019-11-17,-2.292886528957084,Public train,dummy,12531.921483673474
1078,2019-11-18,-22.22144609023164,Bistro Captain,dummy,12509.700037583241
1079,2019-11-18,-1.5757532392311226,Public bus,dummy,12508.12428434401
1080,2019-11-19,-15.150908250668131,Bistro Captain,dummy,12492.973376093343
1081,2019-11-21,-1.5971891237858138,Public train,dummy,12491.376186969557
1082,2019-11-22,-12.0,Cinemasi,dummy,12479.376186969557
1083,2019-11-23,-2.4961975880903364,Public train,dummy,12476.879989381467
1084,2019-11-23,-27.20581087664182,Deli Feast,dummy,12449.674178504825
1085,2019-11-24,-2.104641079746072,Public train,dummy,12447.569537425079
